Asc	Asp	Cr	GABA	GPC	GSH	Gln	Glu	Lac	NAA	NAAG	PCh	PCr	PE	Tau	bHB	mI	sI	CrCH2	tCho	tCr	tNAA	Glx	Lip13a	Lip13b	Lip09	MM09	Lip20	MM20	MM12	MM14	MM17
0.025974025974026	0.37012987012987	3.03030303030303	0.0857142857142857	0.0300865800865801	0.025974025974026	0.0651515151515152	2.81385281385281	0	0.188528138528139	0	0	0	0.074025974025974	0	0	0.54978354978355	0	0.37012987012987	0.0300865800865801	3.03030303030303	0.188528138528139	2.87878787878788	0	0	1.23809523809524	0.298701298701299	0	0	0.0192640692640693	1.03679653679654	0.439393939393939
0.00626984126984127	0	2.28174603174603	0.0700396825396825	0.0135119047619048	0.0159325396825397	0.128769841269841	1.72619047619048	0	0.183333333333333	0.00593253968253968	0	0	0.174404761904762	0.0676587301587302	0.0129166666666667	0.0886904761904762	0	0.35515873015873	0.0135119047619048	2.28174603174603	0.189285714285714	1.85515873015873	224.206349206349	0	55.1587301587302	0	8.47222222222222	0	0.674603174603175	7.34126984126984	0
Inf	Inf	NaN	Inf	Inf	Inf	Inf	Inf	NaN	Inf	Inf	NaN	NaN	Inf	Inf	Inf	Inf	Inf	NaN	Inf	NaN	Inf	Inf	Inf	NaN	Inf	NaN	Inf	NaN	Inf	Inf	Inf
0	0.0237837837837838	0	0.0159459459459459	0.0214594594594595	0.06	0.21027027027027	0.881081081081081	0	0.481081081081081	0	0	0	0.172972972972973	0.0310810810810811	0.0805405405405405	0.178918918918919	0	0	0.0214594594594595	0	0.481081081081081	1.09189189189189	740.540540540541	0	203.783783783784	0	0	0	2.6972972972973	135.675675675676	0
Inf	Inf	NaN	Inf	Inf	Inf	Inf	Inf	Inf	Inf	NaN	NaN	NaN	Inf	Inf	Inf	Inf	Inf	NaN	Inf	NaN	Inf	Inf	NaN	NaN	Inf	Inf	Inf	NaN	NaN	NaN	NaN
0	0.0397385620915033	0	0.0206535947712418	0.0718954248366013	0.0745098039215686	0.199346405228758	3.96732026143791	0	0.503267973856209	0.0623529411764706	0	0	0.065359477124183	0.0477777777777778	0.0376470588235294	0.458823529411765	0	0	0.0718954248366013	0	0.566013071895425	4.16339869281046	590.196078431372	0	157.516339869281	0	88.2352941176471	0	0	14.8366013071895	0
Inf	Inf	NaN	Inf	NaN	Inf	Inf	Inf	Inf	Inf	Inf	NaN	NaN	Inf	Inf	Inf	NaN	Inf	NaN	NaN	NaN	Inf	Inf	Inf	NaN	Inf	Inf	Inf	Inf	Inf	NaN	NaN
0.00120714285714286	0.0361428571428571	0	0.0187857142857143	0.0360714285714286	0.0814285714285714	0.225714285714286	8.42857142857143	0	0.561428571428571	0.0157857142857143	0	0	0.282142857142857	0.0454285714285714	0.105714285714286	0.49	4.82142857142857	0	0.0360714285714286	0	0.577857142857143	8.64285714285714	682.142857142857	0	61.5714285714286	0	162.142857142857	0	0	0	0
0.0150697674418605	0.0149302325581395	0	0.0138604651162791	0.0224186046511628	0.0375348837209302	0.0930232558139535	1.11162790697674	0.0623255813953488	0.404186046511628	0	0	0	0.146046511627907	0.0305581395348837	0.0447441860465116	0.398604651162791	0	0	0.0224186046511628	0	0.404186046511628	1.2046511627907	1018.60465116279	0	137.209302325581	0	26.2325581395349	0	0.00026046511627907	0.00888372093023256	0.0138604651162791
Inf	Inf	NaN	Inf	Inf	Inf	Inf	Inf	NaN	Inf	NaN	NaN	NaN	Inf	Inf	Inf	Inf	Inf	Inf	Inf	NaN	Inf	Inf	Inf	NaN	Inf	NaN	Inf	NaN	NaN	Inf	Inf
